时间,阶段标签,预测表面位移_mm,直接预测_mm
2025-05-02 02:50:00,1,9.145800714736858,24.645908386168195
2025-05-02 03:00:00,1,9.093613771843048,24.645908386168195
2025-05-02 03:10:00,1,9.149121806382146,24.645908386168195
2025-05-02 03:20:00,1,9.100900018603697,24.645908386168195
2025-05-02 03:30:00,1,9.141740778788048,21.675197422306468
2025-05-02 03:40:00,1,9.108257037065089,21.813864605884515
2025-05-02 03:50:00,1,9.14430283760376,21.675197422306468
2025-05-02 04:00:00,1,9.113140647148683,21.675197422306468
2025-05-02 04:10:00,1,9.149186447687354,21.813864605884515
2025-05-02 04:20:00,1,9.12033724624169,17.99578237863437
2025-05-02 04:30:00,1,9.160649508906653,14.145461175122634
2025-05-02 04:40:00,1,9.10720035190055,17.654310489730584
2025-05-02 04:50:00,1,9.139981281196,17.79297767330863
2025-05-02 05:00:00,1,9.106187211512246,17.79297767330863
2025-05-02 05:10:00,1,9.195954327093913,17.79297767330863
2025-05-02 05:20:00,1,9.11759751680802,19.502565643416162
2025-05-02 05:30:00,1,9.153963285682677,21.698776745179597
2025-05-02 05:40:00,1,9.124411664044455,19.195256097163682
2025-05-02 05:50:00,1,9.167176436673868,20.489838787548127
2025-05-02 06:00:00,1,9.186781674956492,20.489838787548127
2025-05-02 06:10:00,1,9.177826024010505,19.33392328074173
2025-05-02 06:20:00,1,9.20896230587581,19.33392328074173
2025-05-02 06:30:00,1,9.23538154264081,19.742500543719196
2025-05-02 06:40:00,1,9.212205282125126,19.742500543719196
2025-05-02 06:50:00,1,9.243217013958526,20.796787626511232
2025-05-02 07:00:00,1,9.207119166458712,20.999592331836972
2025-05-02 07:10:00,1,9.245522168547986,20.291685957952726
2025-05-02 07:20:00,1,9.211381804704471,21.447601464759124
2025-05-02 07:30:00,1,9.247081311083383,20.16027344339449
2025-05-02 07:40:00,1,9.219241250020419,20.021606259816444
2025-05-02 07:50:00,1,9.252655171330415,22.386629342991174
2025-05-02 08:00:00,1,9.221492980875338,20.16027344339449
2025-05-02 08:10:00,1,9.31521862029462,20.16027344339449
2025-05-02 08:20:00,1,9.23044104168223,22.386629342991174
2025-05-02 08:30:00,1,9.290507016572926,20.492012840352608
2025-05-02 08:40:00,1,9.22789026510635,18.956090923858696
2025-05-02 08:50:00,1,9.329280334413045,19.468587762271476
2025-05-02 09:00:00,1,9.241969288232513,21.482615515622403
2025-05-02 09:10:00,1,9.311897145278925,21.482615515622403
2025-05-02 09:20:00,1,9.258234629706989,23.708971415219086
2025-05-02 09:30:00,1,9.304011046936076,23.708971415219086
2025-05-02 09:40:00,1,9.306298187736356,19.946693599128494
2025-05-02 09:50:00,1,9.351602160356673,19.946693599128494
2025-05-02 10:00:00,1,9.306490342779922,20.57427427129269
2025-05-02 10:10:00,1,9.352266760009009,20.57427427129269
2025-05-02 10:20:00,1,9.300832585766294,21.23124445305585
2025-05-02 10:30:00,1,9.400330318038376,21.23124445305585
2025-05-02 10:40:00,1,9.369372466129514,21.23124445305585
2025-05-02 10:50:00,1,9.406171234607106,21.23124445305585
2025-05-02 11:00:00,1,9.370073387107292,21.23124445305585
2025-05-02 11:10:00,1,9.403487308417288,21.23124445305585
2025-05-02 11:20:00,1,9.37027838824769,21.23124445305585
2025-05-02 11:30:00,1,9.408681390336964,21.23124445305585
2025-05-02 11:40:00,1,9.378272167820807,21.23124445305585
2025-05-02 11:50:00,1,9.47165151308033,21.23124445305585
2025-05-02 12:00:00,1,9.389285335137885,17.107189698229682
2025-05-02 12:10:00,1,9.460398223061569,15.253299626175565
2025-05-02 12:20:00,1,9.399765780140125,19.19061652767607
2025-05-02 12:30:00,1,9.450335530331634,17.65469461118216
2025-05-02 12:40:00,1,9.414928545253169,19.20432048801113
2025-05-02 12:50:00,1,9.478465948927193,19.342987671589178
2025-05-02 13:00:00,1,9.419126717664637,19.23446528584438
2025-05-02 13:10:00,1,9.468526969719274,23.921510387522922
2025-05-02 13:20:00,1,9.420824423406527,20.498903178395576
2025-05-02 13:30:00,1,9.474281505480947,20.33261107955555
2025-05-02 13:40:00,1,9.420113542992832,20.381853886655243
2025-05-02 13:50:00,1,9.465889960221919,19.225938379848845
2025-05-02 14:00:00,1,9.411823906750529,19.67794231550207
2025-05-02 14:10:00,1,9.46392268064558,20.833857822308467
2025-05-02 14:20:00,1,9.407629116776473,19.67794231550207
2025-05-02 14:30:00,1,9.453686900672382,23.92500479753103
2025-05-02 14:40:00,1,9.406885220148409,21.624297952020342
2025-05-02 14:50:00,1,9.452563225716963,19.64875740290937
2025-05-02 15:00:00,1,9.40798857123967,19.64875740290937
2025-05-02 15:10:00,1,9.449695847604998,21.966513499288578
2025-05-02 15:20:00,1,9.409889749216076,21.966513499288578
2025-05-02 15:30:00,1,9.454775662444705,21.966513499288578
2025-05-02 15:40:00,1,9.41462326989602,21.966513499288578
2025-05-02 15:50:00,1,9.458409921025968,19.64875740290937
2025-05-02 16:00:00,1,9.420321718417478,21.966513499288578
2025-05-02 16:10:00,1,9.464454663707187,19.64875740290937
2025-05-02 16:20:00,1,9.424648565318265,23.162139021265638
2025-05-02 16:30:00,1,9.471121872353054,23.162139021265638
2025-05-02 16:40:00,1,9.421405593890771,23.162139021265638
2025-05-02 16:50:00,1,9.46746337778668,24.69806093775955
2025-05-02 17:00:00,1,9.414943346728375,27.015817034138756
2025-05-02 17:10:00,1,9.46062135229693,24.69806093775955
2025-05-02 17:20:00,1,9.42109662057483,24.69806093775955
2025-05-02 17:30:00,1,9.472910230709871,26.966574227039064
2025-05-02 17:40:00,1,9.41398478761209,27.015817034138756
2025-05-02 17:50:00,1,9.461653541875792,27.015817034138756
2025-05-02 18:00:00,1,9.405013683846926,24.63319064894411
2025-05-02 18:10:00,1,9.453476756980855,26.169112565438024
2025-05-02 18:20:00,1,9.397183193111749,28.48686866181723
2025-05-02 18:30:00,1,9.442959610340836,27.45044816316306
2025-05-02 18:40:00,1,9.39152543609812,26.169112565438024
2025-05-02 18:50:00,1,9.434669974098533,26.169112565438024
2025-05-02 19:00:00,1,9.402544540554944,28.43762585471754
2025-05-02 19:10:00,1,9.448581118603355,27.401205356063368
2025-05-02 19:20:00,1,9.397792585335985,26.24528984925697
2025-05-02 19:30:00,1,9.445300500356007,27.401205356063368
2025-05-02 19:40:00,1,9.37651317510251,26.24528984925697
2025-05-02 19:50:00,1,9.425913427157147,26.24528984925697
2025-05-02 20:00:00,1,9.369901229954863,31.19648339358462
2025-05-02 20:10:00,1,9.412073542265867,27.189629101792303
2025-05-02 20:20:00,1,9.369635564648268,27.189629101792303
2025-05-02 20:30:00,1,9.4111366307093,28.3455446085987
2025-05-02 20:40:00,1,9.36639487527564,28.3455446085987
2025-05-02 20:50:00,1,9.41849364917069,28.3455446085987
2025-05-02 21:00:00,1,9.360533133914421,28.3455446085987
2025-05-02 21:10:00,1,9.415397828394884,29.38196510725287
2025-05-02 21:20:00,1,9.356472385297103,26.169112565438024
2025-05-02 21:30:00,1,9.401509260332128,26.169112565438024
2025-05-02 21:40:00,1,9.362109835722364,24.63319064894411
2025-05-02 21:50:00,1,9.403264607623637,24.63319064894411
2025-05-02 22:00:00,1,9.368131687965334,26.169112565438024
2025-05-02 22:10:00,1,9.407118233089294,28.3455446085987
2025-05-02 22:20:00,1,9.377458430062935,28.3455446085987
2025-05-02 22:30:00,1,9.420808352206505,31.147240586484934
2025-05-02 22:40:00,1,9.383113529935873,31.147240586484934
2025-05-02 22:50:00,1,9.42089082826548,27.14038629469261
2025-05-02 23:00:00,1,9.39476748508689,29.38196510725287
2025-05-02 23:10:00,1,9.435570766235227,26.169112565438024
2025-05-02 23:20:00,1,9.407095231684991,29.38196510725287
2025-05-02 23:30:00,1,9.444105960065174,27.189629101792303
2025-05-02 23:40:00,1,9.413696737549017,27.189629101792303
2025-05-02 23:50:00,1,9.449742538087689,27.189629101792303
2025-05-03 00:00:00,1,9.41823405347285,27.41175442122763
2025-05-03 00:10:00,1,9.45393355985176,22.736972163499964
2025-05-03 00:20:00,1,9.422771369396683,22.736972163499964
2025-05-03 00:30:00,1,9.459570137874275,22.736972163499964
2025-05-03 00:40:00,1,9.418528955727774,22.736972163499964
2025-05-03 00:50:00,1,9.457379949812985,22.736972163499964
2025-05-03 01:00:00,1,9.425871465198146,22.736972163499964
2025-05-03 01:10:00,1,9.459285386508142,22.736972163499964
2025-05-03 01:20:00,1,9.428123196053065,22.736972163499964
2025-05-03 01:30:00,1,9.459546189892883,22.736972163499964
2025-05-03 01:40:00,1,9.423237549119833,22.736972163499964
2025-05-03 01:50:00,1,9.457918353717973,22.736972163499964
2025-05-03 02:00:00,1,9.417842099412985,22.736972163499964
2025-05-03 02:10:00,1,9.464288033712105,28.95007883970815
2025-05-03 02:20:00,1,9.403609322468418,20.568329000374693
2025-05-03 02:30:00,1,9.464772254543492,19.992090313874485
2025-05-03 02:40:00,1,9.391968425780284,20.560089271286927
2025-05-03 02:50:00,1,9.406238518219224,20.560089271286927
2025-05-03 03:00:00,1,9.425293400804225,19.585758315712752
2025-05-03 03:10:00,1,9.43514229141018,20.451566885542128
2025-05-03 03:20:00,1,9.42724250579312,20.451566885542128
2025-05-03 03:30:00,1,9.437638067441494,20.560089271286927
2025-05-03 03:40:00,1,9.42409233104725,20.560089271286927
2025-05-03 03:50:00,1,9.441070295066668,21.034371776726086
2025-05-03 04:00:00,1,9.432460215717162,21.034371776726086
2025-05-03 04:10:00,1,10.412196340683373,23.849571528668537
2025-05-03 04:20:00,1,9.968849830755415,22.622913120250416
2025-05-03 04:30:00,1,10.095178506945974,22.622913120250416
2025-05-03 04:40:00,1,10.037133245164144,22.609388153241085
2025-05-03 04:50:00,1,10.110342184267592,22.609388153241085
2025-05-03 05:00:00,1,9.982726567787763,22.609388153241085
2025-05-03 05:10:00,1,10.05799103427685,17.51259417755273
2025-05-03 05:20:00,1,10.000364598093187,17.51259417755273
2025-05-03 05:30:00,1,10.063170468521145,19.33312695490405
2025-05-03 05:40:00,1,11.02994375587732,21.814023483220087
2025-05-03 05:50:00,1,10.646792935831883,25.798213968581447
2025-05-03 06:00:00,1,10.84065928480219,22.440357849545748
2025-05-03 06:10:00,1,10.754277277475202,27.160908242957024
2025-05-03 06:20:00,1,10.791528470787247,27.160908242957024
2025-05-03 06:30:00,1,10.722770724001727,24.95625328076558
2025-05-03 06:40:00,1,10.740588027807998,21.985483689050234
2025-05-03 06:50:00,1,10.735090318524675,21.985483689050234
2025-05-03 07:00:00,1,10.693128334942987,21.985483689050234
2025-05-03 07:10:00,1,10.740710444044689,25.798213968581447
2025-05-03 07:20:00,1,10.707438491278232,28.395011253565233
2025-05-03 07:30:00,1,10.716623565827456,25.798213968581447
2025-05-03 07:40:00,1,10.699304454749752,21.711210243900936
2025-05-03 07:50:00,1,10.758175657135691,21.848082537132253
2025-05-03 08:00:00,1,10.725687299906369,21.848082537132253
2025-05-03 08:10:00,1,10.732352417072981,18.23916036637202
2025-05-03 08:20:00,1,10.737675034197954,20.2279633499056
2025-05-03 08:30:00,1,10.705467395782515,20.091091056674284
2025-05-03 08:40:00,1,10.76531840296097,19.650602616435936
2025-05-03 08:50:00,1,10.717290482505266,23.368019775511744
2025-05-03 09:00:00,1,10.7929702975781,20.743601958547114
2025-05-03 09:10:00,1,10.762784886140174,20.88488860701399
2025-05-03 09:20:00,1,10.76230621682474,20.062993676621073
2025-05-03 09:30:00,1,10.785439673380118,22.534975468404447
2025-05-03 09:40:00,1,10.74180680029935,23.268413770475515
2025-05-03 09:50:00,1,10.747366941275786,19.088662721046898
2025-05-03 10:00:00,1,10.69962254473173,17.688856164989044
2025-05-03 10:10:00,1,10.695882155653765,17.688856164989044
2025-05-03 10:20:00,1,10.67856304457606,14.84690290648867
2025-05-03 10:30:00,1,10.681592214118611,14.84690290648867
2025-05-03 10:40:00,1,10.662125075052023,14.84690290648867
2025-05-03 10:50:00,1,10.675989364500413,13.900098159869888
2025-05-03 11:00:00,1,10.652773378693544,13.900098159869888
2025-05-03 11:10:00,1,10.676670120489623,13.900098159869888
2025-05-03 11:20:00,1,10.633918732237225,13.900098159869888
2025-05-03 11:30:00,1,10.645827942623374,9.483153152293935
2025-05-03 11:40:00,1,10.625246930632235,9.483153152293935
2025-05-03 11:50:00,1,10.653332596529081,9.483153152293935
2025-05-03 12:00:00,1,10.630350036669586,9.483153152293935
2025-05-03 12:10:00,1,10.661474255574268,9.483153152293935
2025-05-03 12:20:00,1,10.577030515339445,10.429957898912727
2025-05-03 12:30:00,1,10.634635820935808,10.429957898912727
2025-05-03 12:40:00,1,10.607276736256722,13.271911157413097
2025-05-03 12:50:00,1,10.653806785552282,14.779887703734763
2025-05-03 13:00:00,1,10.613852833880308,13.183703174229002
2025-05-03 13:10:00,1,10.673040132943067,13.183703174229002
2025-05-03 13:20:00,1,10.641136925227901,15.513326005805832
2025-05-03 13:30:00,1,10.679887455980571,13.91714147630007
2025-05-03 13:40:00,1,10.654429403327832,13.91714147630007
2025-05-03 13:50:00,1,10.695833047509081,13.91714147630007
2025-05-03 14:00:00,1,10.673796355594499,15.513326005805832
2025-05-03 14:10:00,1,10.712645298007702,15.513326005805832
2025-05-03 14:20:00,1,10.69060860609312,12.633361863247233
2025-05-03 14:30:00,1,10.729457548506323,13.580166609866025
2025-05-03 14:40:00,1,10.698466620697102,12.633361863247233
2025-05-03 14:50:00,1,10.735648611723143,12.633361863247233
2025-05-03 15:00:00,1,10.709976219047439,12.633361863247233
2025-05-03 15:10:00,1,10.746193282231967,13.580166609866025
2025-05-03 15:20:00,1,10.715202354422747,12.633361863247233
2025-05-03 15:30:00,1,10.75405129683595,12.633361863247233
2025-05-03 15:40:00,1,10.725345954095644,12.633361863247233
2025-05-03 15:50:00,1,10.749483229261994,12.633361863247233
2025-05-03 16:00:00,1,10.726507776825393,12.633361863247233
2025-05-03 16:10:00,1,10.750645051991743,13.580166609866025
2025-05-03 16:20:00,1,10.7447384683526,17.05082212904387
2025-05-03 16:30:00,1,10.744808269106288,17.05082212904387
2025-05-03 16:40:00,1,10.739821729384726,17.05082212904387
2025-05-03 16:50:00,1,10.739891530138415,14.2088688705435
2025-05-03 17:00:00,1,10.734904990416853,17.24374448027458
2025-05-03 17:10:00,1,10.735073202831074,14.401791221774209
2025-05-03 17:20:00,1,10.737489196374943,22.611102796231492
2025-05-03 17:30:00,1,10.739303744349025,23.617387537097528
2025-05-03 17:40:00,1,10.740754810051381,22.878802507484526
2025-05-03 17:50:00,1,10.735388492002464,23.617387537097528
2025-05-03 18:00:00,1,10.735838071083508,23.617387537097528
2025-05-03 18:10:00,1,10.738250829540457,23.20881027412006
2025-05-03 18:20:00,1,10.733735891090992,19.43763648766891
2025-05-03 18:30:00,1,10.74022646017118,18.808934226991433
2025-05-03 18:40:00,1,10.73232667455412,18.808934226991433
2025-05-03 18:50:00,1,10.727559229923605,17.184409543934223
2025-05-03 19:00:00,1,10.727381148178067,14.34245628543386
2025-05-03 19:10:00,1,10.722113241789682,17.813111804611697
2025-05-03 19:20:00,1,10.70756978695705,14.024353799492543
2025-05-03 19:30:00,1,10.724686267331741,13.802619790120007
2025-05-03 19:40:00,1,10.71379060291332,14.024353799492543
2025-05-03 19:50:00,1,10.74298687130619,14.024353799492543
2025-05-03 20:00:00,1,10.722613752665039,13.802619790120007
2025-05-03 20:10:00,1,10.754441900286585,13.802619790120007
2025-05-03 20:20:00,1,10.724230369082488,13.802619790120007
2025-05-03 20:30:00,1,10.76307931149569,13.696711599545365
2025-05-03 20:40:00,1,10.735473230854065,13.696711599545365
2025-05-03 20:50:00,1,10.780644529933234,14.865250355536693
2025-05-03 21:00:00,1,10.749653602124013,14.865250355536693
2025-05-03 21:10:00,1,10.794824901203182,14.865250355536693
2025-05-03 21:20:00,1,10.755344837393684,17.707203614037056
2025-05-03 21:30:00,1,10.805348243861266,19.109994287721733
2025-05-03 21:40:00,1,10.769370706649575,18.701417024744266
2025-05-03 21:50:00,1,10.80634704193563,22.881168074172884
2025-05-03 22:00:00,1,10.785668658200418,23.10290208354542
2025-05-03 22:10:00,1,10.825177470667297,23.10290208354542
2025-05-03 22:20:00,1,11.7653380943912,23.511479346522886
2025-05-03 22:30:00,1,11.346375941542187,23.511479346522886
2025-05-03 22:40:00,1,11.526821305567232,23.511479346522886
2025-05-03 22:50:00,1,11.412820010490634,19.13880594586356
2025-05-03 23:00:00,1,11.483481297963372,22.98854922865664
2025-05-03 23:10:00,1,11.426299567600005,23.318556995292177
2025-05-03 23:20:00,1,11.466679140617089,17.514281262806346
2025-05-03 23:30:00,1,11.437973797876783,14.672328004305983
2025-05-03 23:40:00,1,11.477229414069146,13.725523257687192
2025-05-03 23:50:00,1,11.455192722154564,13.725523257687192
2025-05-04 00:00:00,1,11.500364021233732,13.725523257687192
2025-05-04 00:10:00,1,11.472757940592107,13.831431448261833
2025-05-04 00:20:00,1,11.51126058884555,13.831431448261833
2025-05-04 00:30:00,1,11.477965883220268,13.831431448261833
2025-05-04 00:40:00,1,11.517567793572393,13.831431448261833
2025-05-04 00:50:00,1,11.486197087435817,13.831431448261833
2025-05-04 01:00:00,1,11.516514732363452,13.831431448261833
2025-05-04 01:10:00,1,11.49254121066802,13.831431448261833
2025-05-04 01:20:00,1,11.556880907180117,14.024353799492543
2025-05-04 01:30:00,1,11.50815538376382,14.971158546111335
2025-05-04 01:40:00,1,11.549804730737023,14.34245628543386
2025-05-04 01:50:00,1,11.5217270488233,13.395651538815068
2025-05-04 02:00:00,1,11.568256656081838,18.400356964013966
2025-05-04 02:10:00,1,11.564916760328087,18.427717830527467
2025-05-04 02:20:00,1,11.559930220606525,20.345347253284906
2025-05-04 02:30:00,1,11.564855913630414,18.790126394995184
2025-05-04 02:40:00,1,11.556956128013354,20.345347253284906
2025-05-04 02:50:00,1,11.566465945802483,23.27752667074619
2025-05-04 03:00:00,1,11.564310366406412,27.182262626670212
2025-05-04 03:10:00,1,11.56672635995028,23.27752667074619
2025-05-04 03:20:00,1,11.569139118407229,23.27752667074619
2025-05-04 03:30:00,1,11.571175333623742,23.27752667074619
2025-05-04 03:40:00,1,11.588236881447926,28.175733013670623
2025-05-04 03:50:00,1,11.588315313271073,29.728933680017136
2025-05-04 04:00:00,1,11.572845023947751,26.773685363692746
2025-05-04 04:10:00,1,11.606784447687588,26.773685363692746
2025-05-04 04:20:00,1,11.563792371257001,27.36891046005192
2025-05-04 04:30:00,1,11.600094179054674,27.777487723029388
2025-05-04 04:40:00,1,11.567079505976045,27.004142333728982
2025-05-04 04:50:00,1,11.599521201596634,23.507983640782435
2025-05-04 05:00:00,1,11.566465949389526,24.65432766161281
2025-05-04 05:10:00,1,11.608834106594161,19.08950210600804
2025-05-04 05:20:00,1,11.578078589918244,19.08950210600804
2025-05-04 05:30:00,1,11.613778096297155,16.285776545432896
2025-05-04 05:40:00,1,11.57813154398985,16.285776545432896
2025-05-04 05:50:00,1,11.620499701194484,16.285776545432896
2025-05-04 06:00:00,1,11.589337510739407,16.285776545432896
2025-05-04 06:10:00,1,11.631237301758864,16.60651236337028
2025-05-04 06:20:00,1,11.618439018587948,16.285776545432896
2025-05-04 06:30:00,1,11.647365612674427,16.285776545432896
2025-05-04 06:40:00,1,11.631892919339702,16.60651236337028
2025-05-04 06:50:00,1,11.660819513426182,16.285776545432896
2025-05-04 07:00:00,1,11.64776187905708,18.21955336396425
2025-05-04 07:10:00,1,11.676786884804093,18.628130626941715
2025-05-04 07:20:00,1,11.65840094557387,18.628130626941715
2025-05-04 07:30:00,1,11.687832625100043,18.628130626941715
2025-05-04 07:40:00,1,11.672078565098495,18.628130626941715
2025-05-04 07:50:00,1,11.701103570845508,18.628130626941715
2025-05-04 08:00:00,1,11.691671867509923,17.999428366264237
2025-05-04 08:10:00,1,11.68463215851162,17.999428366264237
2025-05-04 08:20:00,1,11.707504820247626,18.668575957622412
2025-05-04 08:30:00,1,11.699210721469198,19.29727821829989
2025-05-04 08:40:00,1,11.69965199596869,23.78437891956902
2025-05-04 08:50:00,1,11.693692223824064,23.78437891956902
2025-05-04 09:00:00,1,11.692788792154689,17.729518286864817
2025-05-04 09:10:00,1,11.689475224501438,18.766797810519762
2025-05-04 09:20:00,1,11.68105788207876,18.766797810519762
2025-05-04 09:30:00,1,11.67842295261845,19.705855481277357
2025-05-04 09:40:00,1,11.676674261021496,18.766797810519762
2025-05-04 09:50:00,1,11.66860321275858,18.766797810519762
2025-05-04 10:00:00,1,11.66562198913851,16.11647728627084
2025-05-04 10:10:00,1,11.659891302620673,16.424443729010946
2025-05-04 10:20:00,1,11.654244715604333,16.285776545432896
2025-05-04 10:30:00,1,11.651609786144023,16.285776545432896
2025-05-04 10:40:00,1,11.64986109454707,16.285776545432896
2025-05-04 10:50:00,1,11.631911054592731,16.424443729010946
2025-05-04 11:00:00,1,11.667581240082203,16.424443729010946
2025-05-04 11:10:00,1,11.634973240782735,16.424443729010946
2025-05-04 11:20:00,1,11.66608338427667,16.285776545432896
2025-05-04 11:30:00,1,11.640450332583699,16.2027097196384
2025-05-04 11:40:00,1,11.673864253893695,16.064042536060356
2025-05-04 11:50:00,1,11.65068799337801,16.2027097196384
2025-05-04 12:00:00,1,11.686733793916682,19.055366160724958
2025-05-04 12:10:00,1,11.648437169633555,19.055366160724958
2025-05-04 12:20:00,1,11.684482970172226,18.91669897714691
2025-05-04 12:30:00,1,11.652221265032518,18.91669897714691
2025-05-04 12:40:00,1,11.694589422237152,19.055366160724958
2025-05-04 12:50:00,1,11.665784433332677,19.055366160724958
2025-05-04 13:00:00,1,11.701830233871348,18.91669897714691
2025-05-04 13:10:00,1,11.675137917458683,19.277100170097494
2025-05-04 13:20:00,1,11.717506074663318,19.138432986519447
2025-05-04 13:30:00,1,11.692666240874203,19.277100170097494
2025-05-04 13:40:00,1,11.728712041412875,19.277100170097494
2025-05-04 13:50:00,1,11.692685710778214,19.138432986519447
2025-05-04 14:00:00,1,11.731418167221728,19.277100170097494
2025-05-04 14:10:00,1,11.706578333432613,19.459168804456827
2025-05-04 14:20:00,1,11.742624133971285,19.459168804456827
2025-05-04 14:30:00,1,11.70467380384792,19.277100170097494
2025-05-04 14:40:00,1,11.741000971053413,19.459168804456827
2025-05-04 14:50:00,1,11.705354418746108,19.597835988034873
2025-05-04 15:00:00,1,11.741301807624247,19.459168804456827
2025-05-04 15:10:00,1,11.711840306631439,22.76418016030494
2025-05-04 15:20:00,1,11.74788610717011,21.61945425160631
2025-05-04 15:30:00,1,11.711267329173397,21.397720242233774
2025-05-04 15:40:00,1,11.737434138020646,22.542446150932403
2025-05-04 15:50:00,1,11.726268799295834,22.68111333451045
2025-05-04 16:00:00,1,11.755650320269906,24.666242488270957
2025-05-04 16:10:00,1,11.74225346181896,22.68111333451045
2025-05-04 16:20:00,1,11.780566601109907,24.666242488270957
2025-05-04 16:30:00,1,11.77401114618201,28.30106836479555
2025-05-04 16:40:00,1,11.799927518844763,28.93574657051791
2025-05-04 16:50:00,1,11.801070003084964,30.62761442044247
2025-05-04 17:00:00,1,11.794730452612983,29.074413754095957
2025-05-04 17:10:00,1,11.78687941456577,27.746703834870008
2025-05-04 17:20:00,1,11.784525851772282,28.155281097847475
2025-05-04 17:30:00,1,11.777207771448285,28.155281097847475
2025-05-04 17:40:00,1,11.769451330906218,24.394088421079648
2025-05-04 17:50:00,1,11.762866002368064,26.155330070186945
2025-05-04 18:00:00,1,11.757252899519317,18.242353674336048
2025-05-04 18:10:00,1,11.754617970059007,20.30224964854793
2025-05-04 18:20:00,1,11.752869278462054,15.89999959282723
2025-05-04 18:30:00,1,11.734919238507715,15.89999959282723
2025-05-04 18:40:00,1,11.763597950094967,16.18218803218565
2025-05-04 18:50:00,1,11.709612854681339,16.18218803218565
2025-05-04 19:00:00,1,11.71217730220141,16.18218803218565
2025-05-04 19:10:00,1,11.67304152007145,16.18218803218565
2025-05-04 19:20:00,1,11.67802258674308,16.18218803218565
